ticker,fy,fye_month,mktcap_b,net_cash_b,revenue_b,gross_margin,op_margin,fcf_margin,rev_growth,price_fye
TSLA,2024,Dec,,31.0280,97.6900,0.1786,0.0724,0.0367,0.0095,
TSLA,2025,Dec,,37.4750,94.8270,0.1803,0.0459,0.0656,-0.0293,
UBER,2017,Dec,,4.3930,7.9320,0.4755,-0.5144,-0.2823,,
UBER,2018,Dec,,-0.4900,11.2700,0.5011,-0.2691,-0.1862,0.4208,
UBER,2019,Dec,,5.5220,14.1470,0.4905,-0.6076,-0.3470,0.2553,
UBER,2020,Dec,,-1.0870,11.1390,0.5373,-0.4366,-0.3017,-0.2126,
UBER,2021,Dec,,-5.0930,17.4550,0.4643,-0.2197,-0.0426,0.5670,
UBER,2022,Dec,,-5.0500,31.8770,0.3833,-0.0575,0.0122,0.8262,
UBER,2023,Dec,,-4.1530,37.2810,0.3976,0.0298,0.0902,0.1695,
UBER,2024,Dec,,-2.5980,43.9780,0.3940,0.0636,0.1568,0.1796,
UBER,2025,Dec,,-2.9670,52.0170,0.3975,0.1070,0.1877,0.1828,
W,2012,Dec,,0.0779,0.6010,0.2415,-0.0356,-0.0068,,
W,2013,Dec,,0.1153,0.9158,0.2448,-0.0175,0.0302,0.5238,
W,2014,Dec,,0.4159,1.3190,0.2359,-0.1120,-0.0210,0.4401,
W,2015,Dec,,0.3861,2.2499,0.2403,-0.0362,0.0402,0.7058,
W,2016,Dec,,0.3486,3.3804,0.2390,-0.0580,-0.0100,0.5025,
W,2017,Dec,,0.2871,4.7209,0.2370,-0.0499,-0.0142,0.3966,
W,2018,Dec,,0.2248,6.7792,0.2341,-0.0698,-0.0110,0.4360,
W,2019,Dec,,-0.4692,9.1271,0.2353,-0.1019,-0.0513,0.3463,
W,2020,Dec,,-0.0681,14.1452,0.2907,0.0255,0.0870,0.5498,
W,2021,Dec,,-0.9110,13.7080,0.2841,-0.0069,0.0225,-0.0309,
W,2022,Dec,,-1.8590,12.2180,0.2796,-0.1133,-0.0704,-0.1087,
W,2023,Dec,,-1.8580,12.0030,0.3055,-0.0677,0.0167,-0.0176,
W,2024,Dec,,-1.7460,11.8510,0.3016,-0.0389,0.0206,-0.0127,
W,2025,Dec,,-1.7300,12.4570,0.3022,0.0014,0.0372,0.0511,
ZM,2018,Jan,,0.0361,0.1515,0.7968,-0.0319,0.0640,,
ZM,2019,Jan,,0.0488,0.3305,0.8154,0.0187,0.0693,1.1819,
ZM,2020,Jan,,0.2831,0.6227,0.8147,0.0204,0.1828,0.8839,
ZM,2021,Jan,,2.2403,2.6514,0.6900,0.2489,0.5247,3.2581,
ZM,2022,Jan,,1.0628,4.0999,0.7428,0.2594,0.3592,0.5463,
ZM,2023,Jan,,1.0868,4.3930,0.7495,0.0559,0.2701,0.0715,
ZM,2024,Jan,,1.5583,4.5272,0.7619,0.1160,0.3251,0.0306,
ZM,2025,Jan,,1.3494,4.6654,0.7579,0.1743,0.3877,0.0305,
ZM,2026,Jan,,1.2729,4.8688,0.7702,0.2308,0.3952,0.0436,
